# timestep	eccentricity	obliquity	LSP 
-4461	9.48E-02	6.93E-01	2.06E+00
-4462	9.36E-02	6.90E-01	1.93E+00
-4463	9.23E-02	6.86E-01	1.81E+00
-4464	9.09E-02	6.83E-01	1.69E+00
-4465	8.93E-02	6.79E-01	1.56E+00
-4466	8.77E-02	6.75E-01	1.43E+00
-4467	8.61E-02	6.70E-01	1.30E+00
-4468	8.44E-02	6.65E-01	1.17E+00
-4469	8.30E-02	6.60E-01	1.04E+00
-4470	8.16E-02	6.54E-01	9.09E-01
-4471	8.02E-02	6.49E-01	7.75E-01
-4472	7.90E-02	6.42E-01	6.41E-01
-4473	7.79E-02	6.36E-01	5.08E-01
-4474	7.70E-02	6.29E-01	3.73E-01
-4475	7.59E-02	6.22E-01	2.39E-01
-4476	7.48E-02	6.15E-01	1.07E-01
-4477	7.39E-02	6.08E-01	6.26E+00
-4478	7.30E-02	6.00E-01	6.12E+00
-4479	7.19E-02	5.93E-01	5.99E+00
-4480	7.10E-02	5.85E-01	5.86E+00
-4481	7.01E-02	5.78E-01	5.72E+00
-4482	6.92E-02	5.70E-01	5.59E+00
-4483	6.84E-02	5.63E-01	5.45E+00
-4484	6.79E-02	5.55E-01	5.31E+00
-4485	6.71E-02	5.48E-01	5.17E+00
-4486	6.67E-02	5.40E-01	5.04E+00
-4487	6.64E-02	5.33E-01	4.90E+00
-4488	6.63E-02	5.26E-01	4.77E+00
-4489	6.62E-02	5.19E-01	4.63E+00
-4490	6.62E-02	5.12E-01	4.50E+00
-4491	6.65E-02	5.05E-01	4.37E+00
-4492	6.67E-02	4.98E-01	4.24E+00
-4493	6.71E-02	4.92E-01	4.11E+00
-4494	6.76E-02	4.86E-01	3.99E+00
-4495	6.81E-02	4.80E-01	3.86E+00
-4496	6.86E-02	4.74E-01	3.74E+00
-4497	6.93E-02	4.69E-01	3.62E+00
-4498	7.00E-02	4.63E-01	3.50E+00
-4499	7.05E-02	4.59E-01	3.39E+00
-4500	7.12E-02	4.54E-01	3.27E+00
-4501	7.19E-02	4.50E-01	3.16E+00
-4502	7.27E-02	4.46E-01	3.04E+00
-4503	7.35E-02	4.42E-01	2.93E+00
-4504	7.43E-02	4.39E-01	2.82E+00
-4505	7.54E-02	4.36E-01	2.71E+00
-4506	7.64E-02	4.34E-01	2.60E+00
-4507	7.75E-02	4.32E-01	2.49E+00
-4508	7.88E-02	4.30E-01	2.39E+00
-4509	8.00E-02	4.29E-01	2.28E+00
-4510	8.12E-02	4.28E-01	2.18E+00
-4511	8.25E-02	4.28E-01	2.08E+00
-4512	8.38E-02	4.28E-01	1.98E+00
-4513	8.49E-02	4.28E-01	1.88E+00
-4514	8.61E-02	4.28E-01	1.78E+00
-4515	8.74E-02	4.29E-01	1.68E+00
-4516	8.84E-02	4.30E-01	1.58E+00
-4517	8.95E-02	4.32E-01	1.48E+00
-4518	9.05E-02	4.33E-01	1.39E+00
-4519	9.17E-02	4.35E-01	1.29E+00
-4520	9.27E-02	4.38E-01	1.19E+00
-4521	9.37E-02	4.40E-01	1.09E+00
-4522	9.48E-02	4.43E-01	9.88E-01
-4523	9.58E-02	4.46E-01	8.88E-01
-4524	9.67E-02	4.49E-01	7.88E-01
-4525	9.77E-02	4.53E-01	6.88E-01
-4526	9.87E-02	4.57E-01	5.85E-01
-4527	9.94E-02	4.61E-01	4.85E-01
-4528	1.00E-01	4.65E-01	3.83E-01
-4529	1.01E-01	4.69E-01	2.80E-01
-4530	1.02E-01	4.74E-01	1.77E-01
-4531	1.03E-01	4.79E-01	7.47E-02
-4532	1.04E-01	4.84E-01	6.25E+00
-4533	1.04E-01	4.89E-01	6.15E+00
-4534	1.05E-01	4.95E-01	6.05E+00
-4535	1.06E-01	5.00E-01	5.95E+00
-4536	1.06E-01	5.06E-01	5.84E+00
-4537	1.06E-01	5.11E-01	5.74E+00
-4538	1.07E-01	5.17E-01	5.63E+00
-4539	1.07E-01	5.23E-01	5.52E+00
-4540	1.07E-01	5.29E-01	5.42E+00
-4541	1.07E-01	5.35E-01	5.31E+00
-4542	1.07E-01	5.40E-01	5.20E+00
-4543	1.07E-01	5.46E-01	5.09E+00
-4544	1.07E-01	5.52E-01	4.98E+00
-4545	1.06E-01	5.58E-01	4.86E+00
-4546	1.06E-01	5.64E-01	4.75E+00
-4547	1.06E-01	5.70E-01	4.64E+00
-4548	1.06E-01	5.76E-01	4.52E+00
-4549	1.05E-01	5.82E-01	4.41E+00
-4550	1.05E-01	5.87E-01	4.29E+00
-4551	1.05E-01	5.93E-01	4.18E+00
-4552	1.04E-01	5.99E-01	4.06E+00
-4553	1.03E-01	6.05E-01	3.94E+00
-4554	1.03E-01	6.10E-01	3.82E+00
-4555	1.02E-01	6.16E-01	3.70E+00
-4556	1.01E-01	6.21E-01	3.58E+00
-4557	9.99E-02	6.26E-01	3.46E+00
-4558	9.87E-02	6.31E-01	3.34E+00
-4559	9.75E-02	6.36E-01	3.22E+00
-4560	9.64E-02	6.41E-01	3.09E+00
-4561	9.51E-02	6.45E-01	2.97E+00
-4562	9.37E-02	6.49E-01	2.84E+00
-4563	9.24E-02	6.53E-01	2.71E+00
-4564	9.12E-02	6.57E-01	2.58E+00
-4565	8.99E-02	6.60E-01	2.45E+00
-4566	8.86E-02	6.63E-01	2.31E+00
-4567	8.76E-02	6.65E-01	2.18E+00
-4568	8.64E-02	6.68E-01	2.04E+00
-4569	8.53E-02	6.70E-01	1.91E+00
-4570	8.43E-02	6.72E-01	1.77E+00
-4571	8.32E-02	6.73E-01	1.63E+00
-4572	8.20E-02	6.74E-01	1.50E+00
-4573	8.08E-02	6.75E-01	1.36E+00
-4574	7.98E-02	6.76E-01	1.22E+00
-4575	7.86E-02	6.76E-01	1.08E+00
-4576	7.74E-02	6.76E-01	9.34E-01
-4577	7.64E-02	6.76E-01	7.89E-01
-4578	7.55E-02	6.75E-01	6.40E-01
-4579	7.48E-02	6.73E-01	4.92E-01
-4580	7.41E-02	6.72E-01	3.42E-01
-4581	7.38E-02	6.70E-01	1.91E-01
-4582	7.34E-02	6.67E-01	4.17E-02
-4583	7.33E-02	6.65E-01	6.18E+00
-4584	7.34E-02	6.61E-01	6.03E+00
-4585	7.36E-02	6.58E-01	5.88E+00
-4586	7.36E-02	6.54E-01	5.73E+00
-4587	7.38E-02	6.50E-01	5.59E+00
-4588	7.43E-02	6.45E-01	5.44E+00
-4589	7.44E-02	6.40E-01	5.30E+00
-4590	7.48E-02	6.35E-01	5.15E+00
-4591	7.53E-02	6.30E-01	5.01E+00
-4592	7.58E-02	6.24E-01	4.87E+00
-4593	7.64E-02	6.18E-01	4.73E+00
-4594	7.71E-02	6.12E-01	4.59E+00
-4595	7.79E-02	6.06E-01	4.45E+00
-4596	7.86E-02	6.00E-01	4.31E+00
-4597	7.95E-02	5.93E-01	4.18E+00
-4598	8.06E-02	5.87E-01	4.04E+00
-4599	8.16E-02	5.80E-01	3.91E+00
-4600	8.27E-02	5.73E-01	3.78E+00
-4601	8.38E-02	5.66E-01	3.66E+00
-4602	8.51E-02	5.59E-01	3.53E+00
-4603	8.61E-02	5.52E-01	3.41E+00
-4604	8.72E-02	5.44E-01	3.29E+00
-4605	8.85E-02	5.37E-01	3.17E+00
-4606	8.94E-02	5.30E-01	3.06E+00
-4607	9.03E-02	5.23E-01	2.94E+00
-4608	9.13E-02	5.16E-01	2.83E+00
-4609	9.21E-02	5.09E-01	2.72E+00
-4610	9.28E-02	5.03E-01	2.61E+00
-4611	9.35E-02	4.96E-01	2.50E+00
-4612	9.44E-02	4.90E-01	2.39E+00
-4613	9.51E-02	4.85E-01	2.28E+00
-4614	9.59E-02	4.79E-01	2.17E+00
-4615	9.67E-02	4.74E-01	2.07E+00
-4616	9.76E-02	4.69E-01	1.97E+00
-4617	9.84E-02	4.65E-01	1.87E+00
-4618	9.93E-02	4.61E-01	1.77E+00
-4619	1.00E-01	4.57E-01	1.67E+00
-4620	1.01E-01	4.54E-01	1.57E+00
-4621	1.02E-01	4.51E-01	1.48E+00
-4622	1.02E-01	4.48E-01	1.39E+00
-4623	1.03E-01	4.46E-01	1.29E+00
-4624	1.03E-01	4.45E-01	1.20E+00
-4625	1.03E-01	4.43E-01	1.11E+00
-4626	1.04E-01	4.43E-01	1.01E+00
-4627	1.04E-01	4.42E-01	9.21E-01
-4628	1.04E-01	4.42E-01	8.28E-01
-4629	1.04E-01	4.43E-01	7.36E-01
-4630	1.05E-01	4.44E-01	6.41E-01
-4631	1.05E-01	4.45E-01	5.47E-01
-4632	1.05E-01	4.47E-01	4.54E-01
-4633	1.05E-01	4.50E-01	3.58E-01
-4634	1.05E-01	4.52E-01	2.64E-01
-4635	1.05E-01	4.55E-01	1.68E-01
-4636	1.05E-01	4.58E-01	7.19E-02
-4637	1.05E-01	4.62E-01	6.26E+00
-4638	1.05E-01	4.66E-01	6.16E+00
-4639	1.05E-01	4.70E-01	6.06E+00
-4640	1.05E-01	4.74E-01	5.96E+00
-4641	1.05E-01	4.79E-01	5.87E+00
-4642	1.04E-01	4.84E-01	5.77E+00
-4643	1.04E-01	4.89E-01	5.67E+00
-4644	1.04E-01	4.94E-01	5.57E+00
-4645	1.03E-01	4.99E-01	5.46E+00
-4646	1.03E-01	5.04E-01	5.36E+00
-4647	1.02E-01	5.09E-01	5.26E+00
-4648	1.01E-01	5.14E-01	5.15E+00
-4649	1.01E-01	5.19E-01	5.05E+00
-4650	1.00E-01	5.24E-01	4.94E+00
-4651	9.93E-02	5.29E-01	4.83E+00
-4652	9.86E-02	5.34E-01	4.72E+00
-4653	9.80E-02	5.39E-01	4.60E+00
-4654	9.72E-02	5.43E-01	4.49E+00
-4655	9.64E-02	5.48E-01	4.38E+00
-4656	9.57E-02	5.53E-01	4.26E+00
-4657	9.49E-02	5.58E-01	4.15E+00
-4658	9.39E-02	5.62E-01	4.03E+00
-4659	9.30E-02	5.67E-01	3.91E+00
-4660	9.21E-02	5.71E-01	3.79E+00
-4661	9.10E-02	5.75E-01	3.67E+00
-4662	8.99E-02	5.79E-01	3.55E+00
-4663	8.88E-02	5.83E-01	3.43E+00
-4664	8.78E-02	5.87E-01	3.30E+00
-4665	8.66E-02	5.91E-01	3.18E+00
-4666	8.55E-02	5.94E-01	3.05E+00
-4667	8.46E-02	5.97E-01	2.92E+00
-4668	8.33E-02	6.01E-01	2.79E+00
-4669	8.23E-02	6.03E-01	2.66E+00
-4670	8.13E-02	6.06E-01	2.53E+00
-4671	8.04E-02	6.09E-01	2.39E+00
-4672	7.93E-02	6.11E-01	2.25E+00
-4673	7.84E-02	6.14E-01	2.12E+00
-4674	7.77E-02	6.16E-01	1.98E+00
-4675	7.68E-02	6.18E-01	1.83E+00
-4676	7.62E-02	6.20E-01	1.69E+00
-4677	7.56E-02	6.22E-01	1.55E+00
-4678	7.52E-02	6.23E-01	1.40E+00
-4679	7.48E-02	6.25E-01	1.26E+00
-4680	7.45E-02	6.27E-01	1.11E+00
-4681	7.44E-02	6.28E-01	9.67E-01
-4682	7.42E-02	6.29E-01	8.18E-01
-4683	7.41E-02	6.30E-01	6.72E-01
-4684	7.43E-02	6.31E-01	5.25E-01
-4685	7.45E-02	6.32E-01	3.75E-01
-4686	7.47E-02	6.33E-01	2.27E-01
-4687	7.52E-02	6.33E-01	7.87E-02
-4688	7.58E-02	6.34E-01	6.21E+00
-4689	7.65E-02	6.34E-01	6.07E+00
-4690	7.74E-02	6.34E-01	5.92E+00
-4691	7.84E-02	6.34E-01	5.78E+00
-4692	7.95E-02	6.34E-01	5.63E+00
-4693	8.05E-02	6.33E-01	5.49E+00
-4694	8.17E-02	6.33E-01	5.35E+00
-4695	8.30E-02	6.32E-01	5.22E+00
-4696	8.41E-02	6.32E-01	5.08E+00
-4697	8.53E-02	6.31E-01	4.94E+00
-4698	8.67E-02	6.30E-01	4.81E+00
-4699	8.80E-02	6.29E-01	4.67E+00
-4700	8.93E-02	6.27E-01	4.54E+00
-4701	9.07E-02	6.26E-01	4.41E+00
-4702	9.21E-02	6.25E-01	4.27E+00
-4703	9.33E-02	6.23E-01	4.15E+00
-4704	9.48E-02	6.21E-01	4.02E+00
-4705	9.60E-02	6.19E-01	3.89E+00
-4706	9.73E-02	6.17E-01	3.76E+00
-4707	9.85E-02	6.15E-01	3.64E+00
-4708	9.96E-02	6.13E-01	3.52E+00
-4709	1.01E-01	6.10E-01	3.39E+00
-4710	1.02E-01	6.07E-01	3.27E+00
-4711	1.03E-01	6.04E-01	3.15E+00
-4712	1.04E-01	6.01E-01	3.03E+00
-4713	1.05E-01	5.98E-01	2.91E+00
-4714	1.06E-01	5.95E-01	2.79E+00
-4715	1.07E-01	5.91E-01	2.67E+00
-4716	1.08E-01	5.87E-01	2.56E+00
-4717	1.08E-01	5.84E-01	2.44E+00
-4718	1.09E-01	5.80E-01	2.33E+00
-4719	1.09E-01	5.76E-01	2.21E+00
-4720	1.09E-01	5.72E-01	2.10E+00
-4721	1.10E-01	5.68E-01	1.99E+00
-4722	1.10E-01	5.64E-01	1.87E+00
-4723	1.10E-01	5.60E-01	1.76E+00
-4724	1.10E-01	5.55E-01	1.65E+00
-4725	1.10E-01	5.51E-01	1.54E+00
-4726	1.10E-01	5.47E-01	1.43E+00
-4727	1.10E-01	5.43E-01	1.32E+00
-4728	1.10E-01	5.38E-01	1.21E+00
-4729	1.10E-01	5.34E-01	1.10E+00
-4730	1.09E-01	5.30E-01	9.96E-01
-4731	1.09E-01	5.26E-01	8.91E-01
-4732	1.09E-01	5.22E-01	7.86E-01
-4733	1.08E-01	5.18E-01	6.82E-01
-4734	1.07E-01	5.14E-01	5.77E-01
-4735	1.07E-01	5.10E-01	4.74E-01
-4736	1.06E-01	5.06E-01	3.71E-01
-4737	1.05E-01	5.03E-01	2.67E-01
-4738	1.04E-01	4.99E-01	1.65E-01
-4739	1.04E-01	4.96E-01	6.25E-02
-4740	1.03E-01	4.93E-01	6.24E+00
-4741	1.02E-01	4.91E-01	6.14E+00
-4742	1.01E-01	4.88E-01	6.04E+00
-4743	9.97E-02	4.87E-01	5.94E+00
-4744	9.87E-02	4.85E-01	5.84E+00
-4745	9.75E-02	4.83E-01	5.74E+00
-4746	9.65E-02	4.82E-01	5.63E+00
-4747	9.54E-02	4.82E-01	5.53E+00
-4748	9.42E-02	4.81E-01	5.43E+00
-4749	9.32E-02	4.81E-01	5.33E+00
-4750	9.21E-02	4.81E-01	5.23E+00
-4751	9.09E-02	4.82E-01	5.12E+00
-4752	8.98E-02	4.83E-01	5.02E+00
-4753	8.85E-02	4.84E-01	4.92E+00
-4754	8.74E-02	4.86E-01	4.82E+00
-4755	8.60E-02	4.87E-01	4.71E+00
-4756	8.47E-02	4.89E-01	4.61E+00
-4757	8.35E-02	4.92E-01	4.50E+00
-4758	8.21E-02	4.94E-01	4.39E+00
-4759	8.09E-02	4.97E-01	4.28E+00
-4760	7.97E-02	5.00E-01	4.17E+00
-4761	7.85E-02	5.04E-01	4.05E+00
-4762	7.74E-02	5.07E-01	3.94E+00
-4763	7.64E-02	5.11E-01	3.82E+00
-4764	7.56E-02	5.15E-01	3.70E+00
-4765	7.45E-02	5.19E-01	3.58E+00
-4766	7.37E-02	5.23E-01	3.46E+00
-4767	7.29E-02	5.28E-01	3.34E+00
-4768	7.21E-02	5.32E-01	3.22E+00
-4769	7.12E-02	5.37E-01	3.10E+00
-4770	7.05E-02	5.41E-01	2.97E+00
-4771	6.99E-02	5.46E-01	2.84E+00
-4772	6.93E-02	5.50E-01	2.71E+00
-4773	6.88E-02	5.55E-01	2.58E+00
-4774	6.84E-02	5.59E-01	2.45E+00
-4775	6.81E-02	5.64E-01	2.31E+00
-4776	6.78E-02	5.68E-01	2.17E+00
-4777	6.78E-02	5.72E-01	2.04E+00
-4778	6.78E-02	5.76E-01	1.90E+00
-4779	6.78E-02	5.80E-01	1.76E+00
-4780	6.81E-02	5.84E-01	1.62E+00
-4781	6.84E-02	5.88E-01	1.48E+00
-4782	6.88E-02	5.92E-01	1.34E+00
-4783	6.94E-02	5.95E-01	1.20E+00
-4784	6.99E-02	5.98E-01	1.06E+00
-4785	7.08E-02	6.01E-01	9.19E-01
-4786	7.16E-02	6.04E-01	7.80E-01
-4787	7.25E-02	6.07E-01	6.42E-01
-4788	7.36E-02	6.10E-01	5.04E-01
-4789	7.46E-02	6.12E-01	3.66E-01
-4790	7.57E-02	6.14E-01	2.31E-01
-4791	7.68E-02	6.16E-01	9.61E-02
-4792	7.81E-02	6.18E-01	6.24E+00
-4793	7.93E-02	6.19E-01	6.11E+00
-4794	8.06E-02	6.20E-01	5.98E+00
-4795	8.20E-02	6.21E-01	5.84E+00
-4796	8.35E-02	6.22E-01	5.71E+00
-4797	8.50E-02	6.22E-01	5.58E+00
-4798	8.65E-02	6.23E-01	5.45E+00
-4799	8.81E-02	6.23E-01	5.32E+00
-4800	8.96E-02	6.23E-01	5.19E+00
-4801	9.11E-02	6.23E-01	5.07E+00
-4802	9.27E-02	6.22E-01	4.94E+00
-4803	9.41E-02	6.22E-01	4.82E+00
-4804	9.54E-02	6.21E-01	4.70E+00
-4805	9.68E-02	6.21E-01	4.57E+00
-4806	9.83E-02	6.20E-01	4.45E+00
-4807	9.95E-02	6.19E-01	4.33E+00
-4808	1.01E-01	6.18E-01	4.21E+00
-4809	1.02E-01	6.17E-01	4.08E+00
-4810	1.03E-01	6.16E-01	3.96E+00
-4811	1.04E-01	6.14E-01	3.85E+00
-4812	1.06E-01	6.13E-01	3.73E+00
-4813	1.07E-01	6.12E-01	3.61E+00
-4814	1.07E-01	6.10E-01	3.49E+00
-4815	1.08E-01	6.09E-01	3.37E+00
-4816	1.09E-01	6.07E-01	3.26E+00
-4817	1.10E-01	6.06E-01	3.14E+00
-4818	1.10E-01	6.04E-01	3.03E+00
-4819	1.11E-01	6.03E-01	2.91E+00
-4820	1.11E-01	6.01E-01	2.79E+00
-4821	1.12E-01	6.00E-01	2.68E+00
-4822	1.12E-01	5.99E-01	2.56E+00
-4823	1.12E-01	5.97E-01	2.45E+00
-4824	1.12E-01	5.96E-01	2.33E+00
-4825	1.12E-01	5.95E-01	2.22E+00
-4826	1.12E-01	5.94E-01	2.10E+00
-4827	1.12E-01	5.92E-01	1.99E+00
-4828	1.12E-01	5.91E-01	1.88E+00
-4829	1.11E-01	5.90E-01	1.76E+00
-4830	1.11E-01	5.89E-01	1.65E+00
-4831	1.10E-01	5.88E-01	1.53E+00
-4832	1.09E-01	5.87E-01	1.42E+00
-4833	1.09E-01	5.86E-01	1.30E+00
-4834	1.08E-01	5.85E-01	1.19E+00
-4835	1.07E-01	5.85E-01	1.07E+00
-4836	1.06E-01	5.84E-01	9.60E-01
-4837	1.05E-01	5.83E-01	8.44E-01
-4838	1.04E-01	5.82E-01	7.28E-01
-4839	1.03E-01	5.81E-01	6.14E-01
-4840	1.01E-01	5.80E-01	4.98E-01
-4841	1.00E-01	5.80E-01	3.82E-01
-4842	9.87E-02	5.79E-01	2.65E-01
-4843	9.73E-02	5.78E-01	1.48E-01
-4844	9.58E-02	5.77E-01	2.89E-02
-4845	9.44E-02	5.76E-01	6.19E+00
-4846	9.28E-02	5.75E-01	6.08E+00
-4847	9.15E-02	5.74E-01	5.96E+00
-4848	8.99E-02	5.73E-01	5.84E+00
-4849	8.83E-02	5.72E-01	5.72E+00
-4850	8.68E-02	5.71E-01	5.60E+00
-4851	8.53E-02	5.70E-01	5.47E+00
-4852	8.37E-02	5.68E-01	5.35E+00
-4853	8.20E-02	5.67E-01	5.23E+00
-4854	8.06E-02	5.66E-01	5.10E+00
-4855	7.89E-02	5.65E-01	4.98E+00
-4856	7.75E-02	5.63E-01	4.85E+00
-4857	7.61E-02	5.62E-01	4.73E+00
-4858	7.47E-02	5.60E-01	4.60E+00
-4859	7.33E-02	5.59E-01	4.47E+00
-4860	7.21E-02	5.57E-01	4.34E+00
-4861	7.10E-02	5.56E-01	4.21E+00
-4862	6.98E-02	5.54E-01	4.08E+00
-4863	6.87E-02	5.53E-01	3.95E+00
-4864	6.77E-02	5.51E-01	3.82E+00
-4865	6.68E-02	5.50E-01	3.69E+00
-4866	6.58E-02	5.48E-01	3.55E+00
-4867	6.51E-02	5.47E-01	3.42E+00
-4868	6.45E-02	5.46E-01	3.29E+00
-4869	6.39E-02	5.44E-01	3.15E+00
-4870	6.35E-02	5.43E-01	3.02E+00
-4871	6.34E-02	5.42E-01	2.89E+00
-4872	6.31E-02	5.41E-01	2.75E+00
-4873	6.30E-02	5.40E-01	2.62E+00
-4874	6.31E-02	5.39E-01	2.49E+00
-4875	6.33E-02	5.38E-01	2.36E+00
-4876	6.34E-02	5.38E-01	2.23E+00
-4877	6.37E-02	5.37E-01	2.10E+00
-4878	6.41E-02	5.37E-01	1.97E+00
-4879	6.46E-02	5.37E-01	1.84E+00
-4880	6.52E-02	5.37E-01	1.71E+00
-4881	6.58E-02	5.37E-01	1.59E+00
-4882	6.67E-02	5.37E-01	1.47E+00
-4883	6.75E-02	5.38E-01	1.34E+00
-4884	6.84E-02	5.38E-01	1.22E+00
-4885	6.96E-02	5.39E-01	1.10E+00
-4886	7.05E-02	5.40E-01	9.81E-01
-4887	7.15E-02	5.41E-01	8.64E-01
-4888	7.26E-02	5.42E-01	7.47E-01
-4889	7.39E-02	5.44E-01	6.29E-01
-4890	7.49E-02	5.45E-01	5.13E-01
-4891	7.61E-02	5.47E-01	3.97E-01
-4892	7.74E-02	5.49E-01	2.83E-01
-4893	7.87E-02	5.51E-01	1.68E-01
-4894	8.01E-02	5.53E-01	5.42E-02
-4895	8.14E-02	5.56E-01	6.23E+00
-4896	8.28E-02	5.58E-01	6.11E+00
-4897	8.41E-02	5.60E-01	6.00E+00
-4898	8.55E-02	5.63E-01	5.89E+00
-4899	8.69E-02	5.66E-01	5.78E+00
-4900	8.80E-02	5.68E-01	5.67E+00
-4901	8.92E-02	5.71E-01	5.56E+00
-4902	9.05E-02	5.74E-01	5.45E+00
-4903	9.16E-02	5.77E-01	5.34E+00
-4904	9.27E-02	5.79E-01	5.23E+00
-4905	9.38E-02	5.82E-01	5.12E+00
-4906	9.51E-02	5.85E-01	5.01E+00
-4907	9.61E-02	5.87E-01	4.90E+00
-4908	9.72E-02	5.90E-01	4.79E+00
-4909	9.83E-02	5.93E-01	4.68E+00
-4910	9.92E-02	5.95E-01	4.57E+00
-4911	1.00E-01	5.97E-01	4.46E+00
-4912	1.01E-01	6.00E-01	4.35E+00
-4913	1.02E-01	6.02E-01	4.24E+00
-4914	1.02E-01	6.04E-01	4.13E+00
-4915	1.03E-01	6.06E-01	4.02E+00
-4916	1.04E-01	6.08E-01	3.91E+00
-4917	1.04E-01	6.10E-01	3.79E+00
-4918	1.05E-01	6.11E-01	3.68E+00
-4919	1.05E-01	6.13E-01	3.57E+00
-4920	1.05E-01	6.14E-01	3.46E+00
-4921	1.05E-01	6.15E-01	3.35E+00
-4922	1.06E-01	6.16E-01	3.23E+00
-4923	1.06E-01	6.17E-01	3.12E+00
-4924	1.06E-01	6.18E-01	3.01E+00
-4925	1.06E-01	6.19E-01	2.90E+00
-4926	1.05E-01	6.19E-01	2.78E+00
-4927	1.05E-01	6.19E-01	2.67E+00
-4928	1.05E-01	6.19E-01	2.55E+00
-4929	1.04E-01	6.19E-01	2.44E+00
-4930	1.04E-01	6.19E-01	2.32E+00
-4931	1.03E-01	6.19E-01	2.21E+00
-4932	1.02E-01	6.19E-01	2.09E+00
-4933	1.02E-01	6.18E-01	1.97E+00
-4934	1.01E-01	6.18E-01	1.86E+00
-4935	9.99E-02	6.17E-01	1.74E+00
-4936	9.89E-02	6.17E-01	1.62E+00
-4937	9.79E-02	6.16E-01	1.50E+00
-4938	9.66E-02	6.15E-01	1.38E+00
-4939	9.53E-02	6.15E-01	1.26E+00
-4940	9.40E-02	6.14E-01	1.14E+00
-4941	9.27E-02	6.13E-01	1.02E+00
-4942	9.13E-02	6.12E-01	8.96E-01
-4943	8.99E-02	6.11E-01	7.73E-01
-4944	8.86E-02	6.11E-01	6.47E-01
-4945	8.70E-02	6.10E-01	5.22E-01
-4946	8.56E-02	6.09E-01	3.96E-01
-4947	8.42E-02	6.08E-01	2.70E-01
-4948	8.26E-02	6.07E-01	1.39E-01
-4949	8.10E-02	6.07E-01	1.00E-02
-4950	7.95E-02	6.06E-01	6.16E+00
-4951	7.81E-02	6.05E-01	6.03E+00
-4952	7.65E-02	6.05E-01	5.89E+00
-4953	7.52E-02	6.04E-01	5.76E+00
-4954	7.39E-02	6.04E-01	5.62E+00
-4955	7.26E-02	6.04E-01	5.48E+00
-4956	7.15E-02	6.03E-01	5.34E+00
-4957	7.04E-02	6.03E-01	5.20E+00
-4958	6.95E-02	6.03E-01	5.06E+00
-4959	6.85E-02	6.03E-01	4.91E+00
-4960	6.77E-02	6.03E-01	4.77E+00
-4961	6.71E-02	6.03E-01	4.62E+00
-4962	6.64E-02	6.03E-01	4.47E+00
-4963	6.59E-02	6.03E-01	4.33E+00
-4964	6.56E-02	6.03E-01	4.18E+00
-4965	6.54E-02	6.03E-01	4.03E+00
-4966	6.53E-02	6.03E-01	3.88E+00
-4967	6.55E-02	6.03E-01	3.73E+00
-4968	6.58E-02	6.03E-01	3.59E+00
-4969	6.60E-02	6.04E-01	3.44E+00
-4970	6.65E-02	6.04E-01	3.30E+00
-4971	6.70E-02	6.04E-01	3.15E+00
-4972	6.77E-02	6.04E-01	3.01E+00
-4973	6.83E-02	6.04E-01	2.87E+00
-4974	6.90E-02	6.03E-01	2.73E+00
-4975	6.99E-02	6.03E-01	2.59E+00
-4976	7.08E-02	6.03E-01	2.45E+00
-4977	7.17E-02	6.02E-01	2.32E+00
-4978	7.27E-02	6.02E-01	2.19E+00
-4979	7.39E-02	6.01E-01	2.05E+00
-4980	7.48E-02	6.01E-01	1.93E+00
-4981	7.60E-02	6.00E-01	1.80E+00
-4982	7.71E-02	5.99E-01	1.67E+00
-4983	7.81E-02	5.98E-01	1.55E+00
-4984	7.92E-02	5.97E-01	1.43E+00
-4985	8.02E-02	5.96E-01	1.31E+00
-4986	8.13E-02	5.95E-01	1.19E+00
-4987	8.22E-02	5.93E-01	1.07E+00
-4988	8.31E-02	5.92E-01	9.52E-01
-4989	8.42E-02	5.90E-01	8.36E-01
-4990	8.52E-02	5.88E-01	7.20E-01
-4991	8.61E-02	5.86E-01	6.07E-01
-4992	8.71E-02	5.85E-01	4.97E-01
-4993	8.80E-02	5.83E-01	3.85E-01
-4994	8.88E-02	5.80E-01	2.76E-01
-4995	8.96E-02	5.78E-01	1.69E-01
-4996	9.04E-02	5.76E-01	6.04E-02
-4997	9.10E-02	5.74E-01	6.24E+00
-4998	9.17E-02	5.72E-01	6.13E+00
-4999	9.23E-02	5.69E-01	6.03E+00
-5000	9.28E-02	5.67E-01	5.92E+00
-5001	9.34E-02	5.65E-01	5.82E+00
-5002	9.38E-02	5.62E-01	5.72E+00
-5003	9.44E-02	5.60E-01	5.61E+00
-5004	9.48E-02	5.58E-01	5.51E+00
-5005	9.52E-02	5.56E-01	5.41E+00
-5006	9.56E-02	5.54E-01	5.31E+00
-5007	9.59E-02	5.52E-01	5.21E+00
-5008	9.61E-02	5.51E-01	5.11E+00
-5009	9.63E-02	5.49E-01	5.01E+00
-5010	9.65E-02	5.48E-01	4.91E+00
-5011	9.64E-02	5.46E-01	4.82E+00
-5012	9.66E-02	5.45E-01	4.72E+00
-5013	9.66E-02	5.44E-01	4.62E+00
-5014	9.66E-02	5.44E-01	4.52E+00
-5015	9.65E-02	5.43E-01	4.43E+00
-5016	9.64E-02	5.43E-01	4.33E+00
-5017	9.63E-02	5.42E-01	4.23E+00
-5018	9.60E-02	5.43E-01	4.13E+00
-5019	9.57E-02	5.43E-01	4.04E+00
