# timestep	eccentricity	obliquity	LSP 
-9084	1.03E-01	5.74E-01	4.23E+00
-9085	1.03E-01	5.82E-01	4.13E+00
-9086	1.04E-01	5.90E-01	4.03E+00
-9087	1.04E-01	5.98E-01	3.93E+00
-9088	1.04E-01	6.07E-01	3.82E+00
-9089	1.05E-01	6.16E-01	3.72E+00
-9090	1.05E-01	6.26E-01	3.61E+00
-9091	1.05E-01	6.35E-01	3.51E+00
-9092	1.05E-01	6.45E-01	3.40E+00
-9093	1.05E-01	6.54E-01	3.30E+00
-9094	1.04E-01	6.64E-01	3.19E+00
-9095	1.04E-01	6.74E-01	3.09E+00
-9096	1.03E-01	6.84E-01	2.98E+00
-9097	1.02E-01	6.93E-01	2.87E+00
-9098	1.01E-01	7.03E-01	2.76E+00
-9099	1.00E-01	7.12E-01	2.65E+00
-9100	9.90E-02	7.21E-01	2.54E+00
-9101	9.78E-02	7.30E-01	2.43E+00
-9102	9.65E-02	7.39E-01	2.32E+00
-9103	9.53E-02	7.47E-01	2.20E+00
-9104	9.41E-02	7.55E-01	2.08E+00
-9105	9.29E-02	7.63E-01	1.96E+00
-9106	9.18E-02	7.70E-01	1.85E+00
-9107	9.07E-02	7.77E-01	1.73E+00
-9108	8.97E-02	7.84E-01	1.61E+00
-9109	8.84E-02	7.91E-01	1.49E+00
-9110	8.72E-02	7.97E-01	1.38E+00
-9111	8.59E-02	8.02E-01	1.26E+00
-9112	8.44E-02	8.08E-01	1.14E+00
-9113	8.27E-02	8.12E-01	1.03E+00
-9114	8.09E-02	8.17E-01	9.11E-01
-9115	7.91E-02	8.21E-01	7.90E-01
-9116	7.72E-02	8.24E-01	6.68E-01
-9117	7.54E-02	8.27E-01	5.43E-01
-9118	7.36E-02	8.29E-01	4.16E-01
-9119	7.18E-02	8.30E-01	2.85E-01
-9120	7.02E-02	8.31E-01	1.55E-01
-9121	6.87E-02	8.32E-01	2.39E-02
-9122	6.74E-02	8.32E-01	6.17E+00
-9123	6.60E-02	8.31E-01	6.04E+00
-9124	6.48E-02	8.30E-01	5.90E+00
-9125	6.38E-02	8.28E-01	5.77E+00
-9126	6.27E-02	8.26E-01	5.63E+00
-9127	6.17E-02	8.23E-01	5.50E+00
-9128	6.07E-02	8.19E-01	5.37E+00
-9129	5.98E-02	8.15E-01	5.23E+00
-9130	5.88E-02	8.11E-01	5.09E+00
-9131	5.79E-02	8.06E-01	4.96E+00
-9132	5.72E-02	8.01E-01	4.82E+00
-9133	5.63E-02	7.96E-01	4.68E+00
-9134	5.56E-02	7.90E-01	4.54E+00
-9135	5.51E-02	7.83E-01	4.39E+00
-9136	5.47E-02	7.77E-01	4.25E+00
-9137	5.44E-02	7.70E-01	4.10E+00
-9138	5.43E-02	7.62E-01	3.96E+00
-9139	5.46E-02	7.55E-01	3.82E+00
-9140	5.48E-02	7.47E-01	3.67E+00
-9141	5.53E-02	7.39E-01	3.54E+00
-9142	5.60E-02	7.30E-01	3.40E+00
-9143	5.67E-02	7.22E-01	3.26E+00
-9144	5.74E-02	7.13E-01	3.14E+00
-9145	5.83E-02	7.04E-01	3.01E+00
-9146	5.91E-02	6.95E-01	2.88E+00
-9147	5.99E-02	6.86E-01	2.76E+00
-9148	6.06E-02	6.77E-01	2.64E+00
-9149	6.14E-02	6.68E-01	2.52E+00
-9150	6.23E-02	6.59E-01	2.40E+00
-9151	6.31E-02	6.50E-01	2.28E+00
-9152	6.40E-02	6.41E-01	2.16E+00
-9153	6.51E-02	6.33E-01	2.04E+00
-9154	6.62E-02	6.24E-01	1.93E+00
-9155	6.74E-02	6.16E-01	1.81E+00
-9156	6.88E-02	6.08E-01	1.70E+00
-9157	7.01E-02	6.00E-01	1.59E+00
-9158	7.16E-02	5.93E-01	1.48E+00
-9159	7.31E-02	5.86E-01	1.38E+00
-9160	7.47E-02	5.79E-01	1.27E+00
-9161	7.60E-02	5.72E-01	1.17E+00
-9162	7.75E-02	5.66E-01	1.07E+00
-9163	7.90E-02	5.60E-01	9.74E-01
-9164	8.04E-02	5.55E-01	8.75E-01
-9165	8.17E-02	5.50E-01	7.80E-01
-9166	8.30E-02	5.46E-01	6.85E-01
-9167	8.44E-02	5.42E-01	5.89E-01
-9168	8.56E-02	5.38E-01	4.95E-01
-9169	8.67E-02	5.35E-01	4.01E-01
-9170	8.79E-02	5.32E-01	3.07E-01
-9171	8.90E-02	5.30E-01	2.12E-01
-9172	9.01E-02	5.29E-01	1.18E-01
-9173	9.12E-02	5.28E-01	2.39E-02
-9174	9.24E-02	5.27E-01	6.21E+00
-9175	9.34E-02	5.27E-01	6.12E+00
-9176	9.45E-02	5.28E-01	6.02E+00
-9177	9.58E-02	5.29E-01	5.93E+00
-9178	9.69E-02	5.30E-01	5.83E+00
-9179	9.81E-02	5.32E-01	5.74E+00
-9180	9.92E-02	5.35E-01	5.64E+00
-9181	1.00E-01	5.38E-01	5.55E+00
-9182	1.01E-01	5.41E-01	5.45E+00
-9183	1.02E-01	5.45E-01	5.36E+00
-9184	1.03E-01	5.49E-01	5.26E+00
-9185	1.03E-01	5.53E-01	5.17E+00
-9186	1.04E-01	5.58E-01	5.07E+00
-9187	1.04E-01	5.62E-01	4.98E+00
-9188	1.05E-01	5.67E-01	4.88E+00
-9189	1.05E-01	5.73E-01	4.78E+00
-9190	1.05E-01	5.78E-01	4.68E+00
-9191	1.05E-01	5.84E-01	4.57E+00
-9192	1.05E-01	5.90E-01	4.47E+00
-9193	1.05E-01	5.96E-01	4.36E+00
-9194	1.06E-01	6.02E-01	4.26E+00
-9195	1.05E-01	6.08E-01	4.15E+00
-9196	1.05E-01	6.15E-01	4.05E+00
-9197	1.05E-01	6.22E-01	3.94E+00
-9198	1.05E-01	6.28E-01	3.83E+00
-9199	1.05E-01	6.35E-01	3.72E+00
-9200	1.05E-01	6.42E-01	3.61E+00
-9201	1.04E-01	6.49E-01	3.50E+00
-9202	1.04E-01	6.56E-01	3.39E+00
-9203	1.03E-01	6.63E-01	3.28E+00
-9204	1.03E-01	6.71E-01	3.17E+00
-9205	1.02E-01	6.78E-01	3.06E+00
-9206	1.01E-01	6.85E-01	2.94E+00
-9207	9.99E-02	6.92E-01	2.83E+00
-9208	9.89E-02	6.98E-01	2.72E+00
-9209	9.76E-02	7.05E-01	2.60E+00
-9210	9.64E-02	7.12E-01	2.48E+00
-9211	9.51E-02	7.18E-01	2.36E+00
-9212	9.39E-02	7.25E-01	2.24E+00
-9213	9.27E-02	7.31E-01	2.12E+00
-9214	9.14E-02	7.37E-01	1.99E+00
-9215	9.03E-02	7.42E-01	1.87E+00
-9216	8.92E-02	7.48E-01	1.74E+00
-9217	8.80E-02	7.54E-01	1.62E+00
-9218	8.71E-02	7.59E-01	1.49E+00
-9219	8.60E-02	7.64E-01	1.36E+00
-9220	8.48E-02	7.69E-01	1.23E+00
-9221	8.37E-02	7.74E-01	1.11E+00
-9222	8.26E-02	7.78E-01	9.76E-01
-9223	8.13E-02	7.82E-01	8.46E-01
-9224	8.01E-02	7.86E-01	7.14E-01
-9225	7.89E-02	7.90E-01	5.81E-01
-9226	7.77E-02	7.93E-01	4.44E-01
-9227	7.67E-02	7.97E-01	3.09E-01
-9228	7.57E-02	7.99E-01	1.70E-01
-9229	7.49E-02	8.01E-01	2.88E-02
-9230	7.41E-02	8.03E-01	6.17E+00
-9231	7.35E-02	8.05E-01	6.03E+00
-9232	7.31E-02	8.06E-01	5.89E+00
-9233	7.29E-02	8.06E-01	5.75E+00
-9234	7.25E-02	8.07E-01	5.61E+00
-9235	7.24E-02	8.07E-01	5.47E+00
-9236	7.25E-02	8.06E-01	5.33E+00
-9237	7.24E-02	8.05E-01	5.19E+00
-9238	7.25E-02	8.04E-01	5.05E+00
-9239	7.27E-02	8.02E-01	4.91E+00
-9240	7.28E-02	8.00E-01	4.77E+00
-9241	7.31E-02	7.97E-01	4.64E+00
-9242	7.33E-02	7.95E-01	4.50E+00
-9243	7.37E-02	7.91E-01	4.37E+00
-9244	7.39E-02	7.88E-01	4.23E+00
-9245	7.43E-02	7.84E-01	4.10E+00
-9246	7.48E-02	7.80E-01	3.97E+00
-9247	7.54E-02	7.75E-01	3.83E+00
-9248	7.60E-02	7.70E-01	3.70E+00
-9249	7.68E-02	7.64E-01	3.57E+00
-9250	7.78E-02	7.58E-01	3.44E+00
-9251	7.86E-02	7.52E-01	3.31E+00
-9252	7.96E-02	7.46E-01	3.19E+00
-9253	8.08E-02	7.39E-01	3.07E+00
-9254	8.17E-02	7.31E-01	2.95E+00
-9255	8.27E-02	7.24E-01	2.83E+00
-9256	8.36E-02	7.16E-01	2.72E+00
-9257	8.44E-02	7.09E-01	2.60E+00
-9258	8.50E-02	7.01E-01	2.49E+00
-9259	8.56E-02	6.93E-01	2.37E+00
-9260	8.64E-02	6.84E-01	2.26E+00
-9261	8.69E-02	6.76E-01	2.15E+00
-9262	8.75E-02	6.68E-01	2.04E+00
-9263	8.81E-02	6.59E-01	1.93E+00
-9264	8.89E-02	6.51E-01	1.82E+00
-9265	8.96E-02	6.43E-01	1.71E+00
-9266	9.03E-02	6.35E-01	1.60E+00
-9267	9.13E-02	6.27E-01	1.49E+00
-9268	9.20E-02	6.19E-01	1.39E+00
-9269	9.28E-02	6.11E-01	1.29E+00
-9270	9.37E-02	6.04E-01	1.18E+00
-9271	9.44E-02	5.96E-01	1.08E+00
-9272	9.51E-02	5.89E-01	9.88E-01
-9273	9.58E-02	5.82E-01	8.91E-01
-9274	9.64E-02	5.76E-01	7.95E-01
-9275	9.69E-02	5.69E-01	7.00E-01
-9276	9.73E-02	5.64E-01	6.06E-01
-9277	9.78E-02	5.58E-01	5.14E-01
-9278	9.80E-02	5.53E-01	4.20E-01
-9279	9.82E-02	5.49E-01	3.28E-01
-9280	9.83E-02	5.45E-01	2.36E-01
-9281	9.85E-02	5.42E-01	1.42E-01
-9282	9.85E-02	5.39E-01	4.94E-02
-9283	9.86E-02	5.37E-01	6.24E+00
-9284	9.89E-02	5.35E-01	6.14E+00
-9285	9.89E-02	5.34E-01	6.05E+00
-9286	9.91E-02	5.34E-01	5.96E+00
-9287	9.94E-02	5.34E-01	5.86E+00
-9288	9.97E-02	5.35E-01	5.77E+00
-9289	9.99E-02	5.37E-01	5.68E+00
-9290	1.00E-01	5.39E-01	5.58E+00
-9291	1.00E-01	5.42E-01	5.49E+00
-9292	1.00E-01	5.45E-01	5.40E+00
-9293	1.00E-01	5.49E-01	5.30E+00
-9294	1.00E-01	5.53E-01	5.21E+00
-9295	9.97E-02	5.58E-01	5.11E+00
-9296	9.92E-02	5.63E-01	5.02E+00
-9297	9.87E-02	5.68E-01	4.92E+00
-9298	9.83E-02	5.74E-01	4.82E+00
-9299	9.76E-02	5.79E-01	4.72E+00
-9300	9.70E-02	5.86E-01	4.61E+00
-9301	9.66E-02	5.92E-01	4.51E+00
-9302	9.60E-02	5.99E-01	4.40E+00
-9303	9.55E-02	6.06E-01	4.29E+00
-9304	9.50E-02	6.13E-01	4.18E+00
-9305	9.46E-02	6.20E-01	4.07E+00
-9306	9.40E-02	6.27E-01	3.96E+00
-9307	9.35E-02	6.34E-01	3.84E+00
-9308	9.30E-02	6.42E-01	3.73E+00
-9309	9.24E-02	6.49E-01	3.61E+00
-9310	9.17E-02	6.57E-01	3.50E+00
-9311	9.10E-02	6.64E-01	3.38E+00
-9312	9.04E-02	6.72E-01	3.26E+00
-9313	8.95E-02	6.79E-01	3.14E+00
-9314	8.87E-02	6.86E-01	3.02E+00
-9315	8.80E-02	6.93E-01	2.90E+00
-9316	8.70E-02	6.99E-01	2.77E+00
-9317	8.61E-02	7.06E-01	2.65E+00
-9318	8.52E-02	7.12E-01	2.52E+00
-9319	8.45E-02	7.18E-01	2.39E+00
-9320	8.37E-02	7.24E-01	2.25E+00
-9321	8.29E-02	7.29E-01	2.12E+00
-9322	8.24E-02	7.34E-01	1.99E+00
-9323	8.19E-02	7.39E-01	1.85E+00
-9324	8.16E-02	7.44E-01	1.71E+00
-9325	8.13E-02	7.48E-01	1.58E+00
-9326	8.11E-02	7.52E-01	1.44E+00
-9327	8.09E-02	7.56E-01	1.30E+00
-9328	8.08E-02	7.59E-01	1.17E+00
-9329	8.09E-02	7.62E-01	1.03E+00
-9330	8.06E-02	7.65E-01	8.89E-01
-9331	8.06E-02	7.68E-01	7.51E-01
-9332	8.06E-02	7.70E-01	6.13E-01
-9333	8.07E-02	7.72E-01	4.72E-01
-9334	8.09E-02	7.74E-01	3.33E-01
-9335	8.12E-02	7.75E-01	1.92E-01
-9336	8.17E-02	7.76E-01	5.12E-02
-9337	8.22E-02	7.77E-01	6.20E+00
-9338	8.29E-02	7.77E-01	6.06E+00
-9339	8.38E-02	7.77E-01	5.92E+00
-9340	8.46E-02	7.77E-01	5.78E+00
-9341	8.55E-02	7.77E-01	5.65E+00
-9342	8.65E-02	7.76E-01	5.51E+00
-9343	8.77E-02	7.75E-01	5.38E+00
-9344	8.85E-02	7.73E-01	5.25E+00
-9345	8.96E-02	7.72E-01	5.12E+00
-9346	9.07E-02	7.70E-01	4.99E+00
-9347	9.17E-02	7.68E-01	4.86E+00
-9348	9.28E-02	7.66E-01	4.73E+00
-9349	9.39E-02	7.64E-01	4.61E+00
-9350	9.50E-02	7.61E-01	4.48E+00
-9351	9.60E-02	7.59E-01	4.36E+00
-9352	9.70E-02	7.56E-01	4.23E+00
-9353	9.81E-02	7.53E-01	4.11E+00
-9354	9.90E-02	7.50E-01	3.99E+00
-9355	9.99E-02	7.47E-01	3.87E+00
-9356	1.01E-01	7.43E-01	3.75E+00
-9357	1.02E-01	7.40E-01	3.63E+00
-9358	1.03E-01	7.36E-01	3.51E+00
-9359	1.04E-01	7.32E-01	3.39E+00
-9360	1.05E-01	7.28E-01	3.28E+00
-9361	1.05E-01	7.23E-01	3.16E+00
-9362	1.06E-01	7.19E-01	3.05E+00
-9363	1.07E-01	7.15E-01	2.93E+00
-9364	1.08E-01	7.10E-01	2.82E+00
-9365	1.08E-01	7.06E-01	2.71E+00
-9366	1.08E-01	7.01E-01	2.60E+00
-9367	1.09E-01	6.96E-01	2.49E+00
-9368	1.09E-01	6.91E-01	2.38E+00
-9369	1.09E-01	6.87E-01	2.27E+00
-9370	1.09E-01	6.82E-01	2.16E+00
-9371	1.09E-01	6.77E-01	2.05E+00
-9372	1.09E-01	6.72E-01	1.94E+00
-9373	1.09E-01	6.67E-01	1.83E+00
-9374	1.09E-01	6.62E-01	1.73E+00
-9375	1.09E-01	6.58E-01	1.62E+00
-9376	1.09E-01	6.53E-01	1.51E+00
-9377	1.09E-01	6.48E-01	1.41E+00
-9378	1.08E-01	6.43E-01	1.30E+00
-9379	1.08E-01	6.39E-01	1.20E+00
-9380	1.08E-01	6.34E-01	1.10E+00
-9381	1.07E-01	6.29E-01	9.92E-01
-9382	1.07E-01	6.25E-01	8.89E-01
-9383	1.06E-01	6.20E-01	7.87E-01
-9384	1.05E-01	6.16E-01	6.85E-01
-9385	1.05E-01	6.11E-01	5.83E-01
-9386	1.04E-01	6.07E-01	4.82E-01
-9387	1.03E-01	6.03E-01	3.81E-01
-9388	1.03E-01	5.99E-01	2.80E-01
-9389	1.01E-01	5.96E-01	1.79E-01
-9390	1.01E-01	5.93E-01	7.90E-02
-9391	9.96E-02	5.89E-01	6.26E+00
-9392	9.84E-02	5.87E-01	6.16E+00
-9393	9.74E-02	5.84E-01	6.06E+00
-9394	9.64E-02	5.82E-01	5.96E+00
-9395	9.53E-02	5.80E-01	5.85E+00
-9396	9.42E-02	5.78E-01	5.75E+00
-9397	9.32E-02	5.77E-01	5.65E+00
-9398	9.23E-02	5.76E-01	5.55E+00
-9399	9.12E-02	5.76E-01	5.44E+00
-9400	9.02E-02	5.76E-01	5.34E+00
-9401	8.92E-02	5.76E-01	5.24E+00
-9402	8.82E-02	5.76E-01	5.14E+00
-9403	8.70E-02	5.77E-01	5.03E+00
-9404	8.58E-02	5.78E-01	4.93E+00
-9405	8.48E-02	5.80E-01	4.83E+00
-9406	8.34E-02	5.82E-01	4.72E+00
-9407	8.23E-02	5.84E-01	4.61E+00
-9408	8.12E-02	5.86E-01	4.50E+00
-9409	8.00E-02	5.89E-01	4.39E+00
-9410	7.89E-02	5.93E-01	4.27E+00
-9411	7.79E-02	5.96E-01	4.16E+00
-9412	7.70E-02	6.00E-01	4.04E+00
-9413	7.61E-02	6.04E-01	3.92E+00
-9414	7.53E-02	6.09E-01	3.81E+00
-9415	7.46E-02	6.13E-01	3.69E+00
-9416	7.39E-02	6.19E-01	3.56E+00
-9417	7.33E-02	6.24E-01	3.44E+00
-9418	7.27E-02	6.29E-01	3.31E+00
-9419	7.23E-02	6.35E-01	3.19E+00
-9420	7.19E-02	6.41E-01	3.06E+00
-9421	7.16E-02	6.47E-01	2.93E+00
-9422	7.15E-02	6.53E-01	2.80E+00
-9423	7.12E-02	6.59E-01	2.67E+00
-9424	7.11E-02	6.65E-01	2.53E+00
-9425	7.12E-02	6.71E-01	2.40E+00
-9426	7.13E-02	6.77E-01	2.26E+00
-9427	7.14E-02	6.83E-01	2.13E+00
-9428	7.17E-02	6.89E-01	1.99E+00
-9429	7.22E-02	6.95E-01	1.85E+00
-9430	7.28E-02	7.01E-01	1.71E+00
-9431	7.35E-02	7.07E-01	1.57E+00
-9432	7.44E-02	7.12E-01	1.44E+00
-9433	7.55E-02	7.17E-01	1.30E+00
-9434	7.67E-02	7.23E-01	1.16E+00
-9435	7.79E-02	7.28E-01	1.03E+00
-9436	7.93E-02	7.32E-01	8.92E-01
-9437	8.05E-02	7.37E-01	7.59E-01
-9438	8.19E-02	7.41E-01	6.28E-01
-9439	8.33E-02	7.45E-01	4.98E-01
-9440	8.48E-02	7.49E-01	3.66E-01
-9441	8.60E-02	7.53E-01	2.36E-01
-9442	8.75E-02	7.56E-01	1.07E-01
-9443	8.90E-02	7.58E-01	6.26E+00
-9444	9.06E-02	7.61E-01	6.13E+00
-9445	9.23E-02	7.63E-01	6.00E+00
-9446	9.40E-02	7.64E-01	5.88E+00
-9447	9.57E-02	7.66E-01	5.75E+00
-9448	9.75E-02	7.67E-01	5.63E+00
-9449	9.93E-02	7.67E-01	5.50E+00
-9450	1.01E-01	7.67E-01	5.38E+00
-9451	1.03E-01	7.67E-01	5.26E+00
-9452	1.04E-01	7.66E-01	5.14E+00
-9453	1.06E-01	7.65E-01	5.02E+00
-9454	1.08E-01	7.64E-01	4.90E+00
-9455	1.09E-01	7.62E-01	4.78E+00
-9456	1.10E-01	7.60E-01	4.67E+00
-9457	1.12E-01	7.58E-01	4.55E+00
-9458	1.13E-01	7.56E-01	4.43E+00
-9459	1.14E-01	7.53E-01	4.32E+00
-9460	1.15E-01	7.50E-01	4.20E+00
-9461	1.16E-01	7.47E-01	4.08E+00
-9462	1.17E-01	7.44E-01	3.97E+00
-9463	1.18E-01	7.40E-01	3.86E+00
-9464	1.19E-01	7.37E-01	3.74E+00
-9465	1.20E-01	7.33E-01	3.63E+00
-9466	1.21E-01	7.28E-01	3.51E+00
-9467	1.21E-01	7.24E-01	3.40E+00
-9468	1.22E-01	7.20E-01	3.29E+00
-9469	1.22E-01	7.15E-01	3.18E+00
-9470	1.23E-01	7.10E-01	3.07E+00
-9471	1.23E-01	7.05E-01	2.96E+00
-9472	1.23E-01	7.01E-01	2.85E+00
-9473	1.23E-01	6.96E-01	2.74E+00
-9474	1.23E-01	6.91E-01	2.63E+00
-9475	1.23E-01	6.86E-01	2.52E+00
-9476	1.22E-01	6.82E-01	2.42E+00
-9477	1.22E-01	6.77E-01	2.31E+00
-9478	1.21E-01	6.73E-01	2.20E+00
-9479	1.20E-01	6.69E-01	2.09E+00
-9480	1.20E-01	6.65E-01	1.98E+00
-9481	1.19E-01	6.61E-01	1.87E+00
-9482	1.18E-01	6.57E-01	1.76E+00
-9483	1.17E-01	6.54E-01	1.66E+00
-9484	1.16E-01	6.50E-01	1.55E+00
-9485	1.15E-01	6.47E-01	1.44E+00
-9486	1.14E-01	6.44E-01	1.34E+00
-9487	1.13E-01	6.41E-01	1.23E+00
-9488	1.12E-01	6.38E-01	1.13E+00
-9489	1.10E-01	6.35E-01	1.02E+00
-9490	1.09E-01	6.33E-01	9.12E-01
-9491	1.07E-01	6.31E-01	8.06E-01
-9492	1.06E-01	6.29E-01	6.97E-01
-9493	1.04E-01	6.27E-01	5.89E-01
-9494	1.02E-01	6.25E-01	4.81E-01
-9495	1.01E-01	6.24E-01	3.71E-01
-9496	9.92E-02	6.23E-01	2.62E-01
-9497	9.75E-02	6.22E-01	1.52E-01
-9498	9.58E-02	6.21E-01	4.24E-02
-9499	9.40E-02	6.21E-01	6.21E+00
-9500	9.22E-02	6.20E-01	6.10E+00
-9501	9.04E-02	6.20E-01	5.99E+00
-9502	8.87E-02	6.20E-01	5.87E+00
-9503	8.68E-02	6.20E-01	5.76E+00
-9504	8.51E-02	6.21E-01	5.64E+00
-9505	8.34E-02	6.21E-01	5.53E+00
-9506	8.17E-02	6.21E-01	5.41E+00
-9507	8.01E-02	6.22E-01	5.29E+00
-9508	7.85E-02	6.23E-01	5.17E+00
-9509	7.71E-02	6.23E-01	5.05E+00
-9510	7.55E-02	6.24E-01	4.93E+00
-9511	7.40E-02	6.25E-01	4.81E+00
-9512	7.27E-02	6.26E-01	4.68E+00
-9513	7.14E-02	6.27E-01	4.56E+00
-9514	7.01E-02	6.28E-01	4.43E+00
-9515	6.89E-02	6.29E-01	4.30E+00
-9516	6.79E-02	6.30E-01	4.17E+00
-9517	6.70E-02	6.31E-01	4.04E+00
-9518	6.62E-02	6.33E-01	3.91E+00
-9519	6.57E-02	6.34E-01	3.77E+00
-9520	6.51E-02	6.35E-01	3.64E+00
-9521	6.48E-02	6.37E-01	3.51E+00
-9522	6.46E-02	6.38E-01	3.37E+00
-9523	6.44E-02	6.40E-01	3.24E+00
-9524	6.44E-02	6.41E-01	3.11E+00
-9525	6.44E-02	6.43E-01	2.97E+00
-9526	6.48E-02	6.45E-01	2.84E+00
-9527	6.51E-02	6.46E-01	2.70E+00
-9528	6.56E-02	6.48E-01	2.57E+00
-9529	6.62E-02	6.50E-01	2.44E+00
-9530	6.71E-02	6.52E-01	2.30E+00
-9531	6.79E-02	6.53E-01	2.18E+00
-9532	6.89E-02	6.55E-01	2.05E+00
-9533	7.01E-02	6.57E-01	1.92E+00
-9534	7.12E-02	6.59E-01	1.79E+00
-9535	7.24E-02	6.61E-01	1.67E+00
-9536	7.38E-02	6.63E-01	1.54E+00
-9537	7.52E-02	6.65E-01	1.42E+00
-9538	7.65E-02	6.67E-01	1.29E+00
-9539	7.80E-02	6.70E-01	1.17E+00
-9540	7.96E-02	6.72E-01	1.05E+00
-9541	8.12E-02	6.74E-01	9.31E-01
-9542	8.29E-02	6.76E-01	8.12E-01
-9543	8.46E-02	6.79E-01	6.94E-01
-9544	8.64E-02	6.81E-01	5.77E-01
-9545	8.81E-02	6.84E-01	4.61E-01
-9546	8.98E-02	6.86E-01	3.47E-01
-9547	9.16E-02	6.88E-01	2.31E-01
-9548	9.32E-02	6.91E-01	1.18E-01
-9549	9.48E-02	6.93E-01	4.69E-03
-9550	9.66E-02	6.96E-01	6.18E+00
-9551	9.82E-02	6.98E-01	6.06E+00
-9552	9.97E-02	7.01E-01	5.95E+00
-9553	1.01E-01	7.03E-01	5.84E+00
-9554	1.03E-01	7.05E-01	5.72E+00
-9555	1.04E-01	7.07E-01	5.61E+00
-9556	1.06E-01	7.09E-01	5.50E+00
-9557	1.08E-01	7.11E-01	5.39E+00
-9558	1.09E-01	7.13E-01	5.28E+00
-9559	1.10E-01	7.15E-01	5.17E+00
-9560	1.11E-01	7.16E-01	5.06E+00
-9561	1.13E-01	7.17E-01	4.95E+00
-9562	1.14E-01	7.19E-01	4.84E+00
-9563	1.15E-01	7.20E-01	4.73E+00
-9564	1.16E-01	7.21E-01	4.62E+00
-9565	1.17E-01	7.21E-01	4.50E+00
-9566	1.18E-01	7.22E-01	4.39E+00
-9567	1.18E-01	7.23E-01	4.28E+00
-9568	1.19E-01	7.23E-01	4.17E+00
-9569	1.20E-01	7.23E-01	4.06E+00
-9570	1.20E-01	7.23E-01	3.95E+00
-9571	1.21E-01	7.23E-01	3.84E+00
-9572	1.21E-01	7.22E-01	3.73E+00
-9573	1.21E-01	7.21E-01	3.62E+00
-9574	1.21E-01	7.20E-01	3.51E+00
-9575	1.21E-01	7.19E-01	3.39E+00
-9576	1.21E-01	7.18E-01	3.28E+00
-9577	1.21E-01	7.16E-01	3.17E+00
-9578	1.21E-01	7.14E-01	3.05E+00
-9579	1.20E-01	7.12E-01	2.94E+00
-9580	1.20E-01	7.10E-01	2.83E+00
-9581	1.19E-01	7.08E-01	2.72E+00
-9582	1.19E-01	7.05E-01	2.60E+00
-9583	1.18E-01	7.03E-01	2.49E+00
-9584	1.17E-01	7.00E-01	2.38E+00
-9585	1.16E-01	6.97E-01	2.26E+00
-9586	1.15E-01	6.94E-01	2.15E+00
-9587	1.14E-01	6.91E-01	2.03E+00
-9588	1.12E-01	6.88E-01	1.92E+00
-9589	1.11E-01	6.84E-01	1.80E+00
-9590	1.10E-01	6.81E-01	1.69E+00
-9591	1.08E-01	6.78E-01	1.57E+00
-9592	1.07E-01	6.75E-01	1.45E+00
-9593	1.06E-01	6.71E-01	1.33E+00
-9594	1.04E-01	6.68E-01	1.22E+00
-9595	1.03E-01	6.65E-01	1.10E+00
-9596	1.01E-01	6.62E-01	9.78E-01
-9597	9.94E-02	6.59E-01	8.59E-01
-9598	9.78E-02	6.55E-01	7.40E-01
-9599	9.62E-02	6.52E-01	6.18E-01
-9600	9.45E-02	6.49E-01	4.97E-01
-9601	9.28E-02	6.47E-01	3.74E-01
-9602	9.13E-02	6.44E-01	2.50E-01
-9603	8.96E-02	6.42E-01	1.25E-01
-9604	8.80E-02	6.39E-01	6.28E+00
-9605	8.66E-02	6.37E-01	6.16E+00
-9606	8.51E-02	6.35E-01	6.03E+00
-9607	8.36E-02	6.34E-01	5.90E+00
-9608	8.22E-02	6.32E-01	5.77E+00
-9609	8.10E-02	6.31E-01	5.64E+00
-9610	7.97E-02	6.30E-01	5.51E+00
-9611	7.85E-02	6.30E-01	5.38E+00
-9612	7.75E-02	6.29E-01	5.24E+00
-9613	7.66E-02	6.29E-01	5.11E+00
-9614	7.57E-02	6.29E-01	4.98E+00
-9615	7.51E-02	6.29E-01	4.84E+00
-9616	7.46E-02	6.29E-01	4.70E+00
-9617	7.40E-02	6.29E-01	4.57E+00
-9618	7.37E-02	6.30E-01	4.43E+00
-9619	7.34E-02	6.31E-01	4.30E+00
-9620	7.32E-02	6.32E-01	4.16E+00
-9621	7.30E-02	6.33E-01	4.03E+00
-9622	7.30E-02	6.34E-01	3.89E+00
-9623	7.33E-02	6.35E-01	3.76E+00
-9624	7.34E-02	6.37E-01	3.62E+00
-9625	7.37E-02	6.38E-01	3.49E+00
-9626	7.42E-02	6.40E-01	3.36E+00
-9627	7.47E-02	6.42E-01	3.23E+00
-9628	7.53E-02	6.43E-01	3.10E+00
-9629	7.61E-02	6.45E-01	2.97E+00
-9630	7.68E-02	6.47E-01	2.85E+00
-9631	7.75E-02	6.49E-01	2.72E+00
-9632	7.83E-02	6.51E-01	2.60E+00
-9633	7.91E-02	6.52E-01	2.47E+00
-9634	8.00E-02	6.54E-01	2.35E+00
-9635	8.08E-02	6.56E-01	2.23E+00
-9636	8.17E-02	6.57E-01	2.11E+00
-9637	8.27E-02	6.59E-01	1.99E+00
-9638	8.36E-02	6.60E-01	1.87E+00
-9639	8.46E-02	6.61E-01	1.76E+00
-9640	8.58E-02	6.63E-01	1.64E+00
-9641	8.68E-02	6.64E-01	1.53E+00
-9642	8.78E-02	6.65E-01	1.41E+00
